content,pair_type,SoundA,SoundB,SoundX,delay,mora
ムロデラ,2-3 pair,stimuli/2-3 pair_murodera7.wav,stimuli/2-3 pair_murodera1.wav,stimuli/2-3 pair_murodera4.wav,1000,4
ムロデラ,2-3 pair,stimuli/2-3 pair_murodera1.wav,stimuli/2-3 pair_murodera7.wav,stimuli/2-3 pair_murodera5.wav,1000,4
ムロデラ,2-3 pair,stimuli/2-3 pair_murodera1.wav,stimuli/2-3 pair_murodera7.wav,stimuli/2-3 pair_murodera6.wav,1000,4
ムロデラ,2-3 pair,stimuli/2-3 pair_murodera7.wav,stimuli/2-3 pair_murodera1.wav,stimuli/2-3 pair_murodera7.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera1.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera2.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera3.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera4.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera5.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera6.wav,1000,4
ムロレラ,1-2 pair,stimuli/1-2 pair_murorera7.wav,stimuli/1-2 pair_murorera1.wav,stimuli/1-2 pair_murorera7.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera1.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera2.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera3.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera4.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera5.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera6.wav,1000,4
ムロレラ,2-3 pair,stimuli/2-3 pair_murorera1.wav,stimuli/2-3 pair_murorera7.wav,stimuli/2-3 pair_murorera7.wav,1000,4
